Force,Displacement
0.0,-0.0
16100.0,0.025231451031889347
32200.0,0.0503893522130715
48300.00000000001,0.0754335187721773
64400.0,0.1003270657031425
80500.0,0.12500318416648787
96600.0,0.1493998649286855
112700.0,0.17352874530229495
128799.99999999999,0.19746059339550498
144900.0,0.22111148302064443
160999.99999999997,0.24441855405374788
177099.99999999997,0.26688092733501734
193200.0,0.2873724742592492
209300.0,0.30617807388966006
225400.00000000003,0.3231938074134992
241500.00000000003,0.33861905380777757
257600.00000000006,0.35200035636130084
273700.00000000006,0.361955006515529
289800.00000000006,0.3695847125551513
