Force,Displacement
-0.0,-0.0
128.79787161777853,0.024605712584194146
257.5962386041026,0.04909975306316816
386.3768097220209,0.07334998653324629
515.1636031991289,0.09771151996329382
643.9380409680289,0.12142872176777372
772.6858348558208,0.14460275413653334
901.4373582557639,0.16723001845698177
1030.1558294338408,0.1885950140614218
1158.8231771150877,0.20857903888716653
1287.512351385291,0.22778971379206783
1416.1549165628146,0.2458332187402881
1544.7138879627214,0.262470200605746
1673.2681754168664,0.2777926870796704
1801.8299766833304,0.2919205825441599
1930.30449312572,0.30449377318872173
2058.6759511861183,0.3155447175370656
2186.9639952585817,0.3251545006486734
2315.226872757753,0.33364887109245345
2443.502873281738,0.34132491206838717
2571.657094275395,0.3477939162291073
