Force,Displacement
-0.0,-0.0
128.79766782627547,0.022075294226453955
257.5803636262451,0.04369911982520052
386.3688201760866,0.06525291154146236
515.1791546364952,0.08656551342308842
643.9707273561502,0.10745026593479864
772.7362408956317,0.12733391021896864
901.4278229092497,0.14627304270532704
1030.0892978602642,0.1643319539734108
1158.7720973023863,0.18159254580024536
1287.474052019506,0.19870857800220543
1416.1623455920371,0.21489136121311428
1544.9431367346035,0.23065073166952713
1673.2246906482371,0.24163186943350445
1801.4537113216693,0.25229144939723624
1929.7653353303745,0.26194008060898316
2058.1507735960854,0.27079081019911905
2186.5643304251917,0.27905152001238626
2314.9585158070977,0.28690505495886254
2443.3585184101503,0.29422342816435965
2571.7064481809903,0.30031368804819314
