Force,Displacement
-0.0,-0.0
16100.0,0.023064640662331378
32199.999999999996,0.04574339404379894
48300.0,0.06837233638066871
64399.99999999999,0.09089009363309272
80500.0,0.11297506478200035
96600.0,0.13421919861127296
112699.99999999999,0.15443585921803832
128800.00000000001,0.17369117806085965
144900.0,0.19208459990708313
160999.99999999997,0.21018961702897476
177100.0,0.22735930855919778
193200.0,0.24408035896938812
209299.99999999997,0.2561348904753681
225399.99999999997,0.2678438831110377
241499.99999999997,0.27836770112145415
257600.0,0.28802025520979285
273700.0,0.29709141670527733
289800.0,0.3057887501189548
305900.0,0.313769964583212
322000.0,0.3206393543583552
