Force,Displacement
0.0,-0.0
16100.0,0.02222479126897909
32200.0,0.04438093476252339
48300.00000000001,0.06638176601503298
64400.0,0.08811760319122891
80500.0,0.10947636997307264
96600.0,0.13037761054908165
112700.0,0.15078454602490163
128799.99999999999,0.17067291234214008
144900.0,0.18995864012389385
160999.99999999997,0.208414455896545
177099.99999999997,0.22567155475673176
193200.0,0.2413879827245884
209300.0,0.25543507112963615
225400.00000000003,0.2679029346868876
241500.00000000003,0.27898836482580885
257600.00000000006,0.28890255335565845
273700.00000000006,0.29783104082503764
289800.00000000006,0.3059249781820775
305900.00000000006,0.3133044365008341
322000.0,0.3200646705678808
