Force,Displacement
0.0,-0.0
128.80000000000004,0.02300345310302132
257.6000000000001,0.045923463839241924
386.4000000000002,0.06868760764137258
515.2000000000002,0.0912455188584431
644.0000000000002,0.11353725935846917
772.8000000000003,0.13546265224781298
901.6000000000003,0.15690054825508426
1030.4000000000003,0.17775506956368434
1159.2000000000003,0.19798189693418727
1288.0000000000002,0.21756184327034708
1416.8000000000004,0.23638950548611679
1545.6000000000006,0.2541980247518677
1674.4000000000005,0.2706461265550439
1803.2000000000007,0.28551046529250895
1932.000000000001,0.29876438548064416
2060.800000000001,0.3104181002450924
2189.6000000000013,0.32031851049499643
2318.4000000000015,0.3284194080814058
2447.200000000001,0.3350542978711438
2576.000000000001,0.3406573402195977
