step,time,face_id,centroid_x,centroid_y,centroid_z,force_x,force_y,force_z
0,0.,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-0.000000000000e+00,-0.000000000000e+00,-0.000000000000e+00
1,0.05,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-4.826583577255e-12,-3.714806240396e-11,-2.131657019525e+02
2,0.1,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-8.814060592499e-12,-1.490008116889e-11,-4.406957407571e+02
3,0.15,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,1.616040634644e-11,1.281463823943e-11,-6.946272762580e+02
4,0.2,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,1.385069836601e-11,-5.510258915820e-12,-1.010340565978e+03
5,0.25,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.667510574066e-11,-6.018296971888e-11,-1.394476342586e+03
6,0.3,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-4.786704366211e-11,-1.097646418202e-10,-1.894587619467e+03
7,0.35,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.059508036860e-11,-2.216609118477e-10,-2.629719254259e+03
8,0.4,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-6.437872457354e-11,-2.358078177167e-10,-2.996356843685e+03
9,0.45,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-6.461098323030e-10,-1.636294655327e-09,-6.526666521731e+03
10,0.5,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.854431275206e-09,-6.222251158761e-09,-1.347824014243e+04
11,0.55,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,2.833485268638e-08,6.142956010535e-08,2.490112434548e+04
12,0.6,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.811463334889e-08,-3.898355771526e-08,6.665332219040e+03
13,0.65,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-2.269810011057e-07,-7.773239758535e-07,1.188762513593e+04
14,0.7,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.633957253944e-07,-4.433364892975e-07,-4.258660203233e+03
15,0.75,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-2.275601218571e-08,-5.216611498327e-08,-1.461053181339e+04
16,0.8,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-2.234347675767e-07,-9.010616395244e-07,1.236105276799e+04
17,0.85,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-1.089515535568e-07,-1.822988906497e-07,-1.723181060675e+04
18,0.9,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-3.320310497656e-07,-1.320986484643e-06,-3.422962412283e+04
19,0.95,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,-2.483166099410e-07,-1.034078195516e-06,-4.626538698751e+04
20,1.,top,2.775557561563e-17,7.632783294298e-16,-5.000000000000e-01,3.613150620367e-04,8.699893805897e-04,1.073459808759e+06
