Force,Displacement
-0.0,-0.0
128.79796771823322,0.023986246010120105
257.5977962433541,0.04767712567876038
386.39237444383355,0.07138206398028009
515.1610401633591,0.09452918221768046
643.9387752850373,0.11764564712583925
772.7079804679726,0.14027688315135978
901.4702587624489,0.16235682594123155
1030.1619024243696,0.18347170492347564
1158.8546121544055,0.20369204047643433
1287.5781996312533,0.22357205029465665
1416.2645086455032,0.24151218475597874
1544.8774658038687,0.257425439021752
1673.3647540450156,0.27159457445447976
1801.769314284203,0.28423824568871714
1930.1645894891783,0.2956410497025677
2058.5900056226337,0.30616638697047893
2187.0621139948776,0.3156188240564601
2315.34339687523,0.3231248222293905
2443.51865555448,0.32965454102844377
2571.668331895048,0.33559990178196675
