Force,Displacement
-0.0,-0.0
16100.0,0.02481722288486681
32200.0,0.04936821484136475
48300.0,0.07396055512620553
64400.0,0.09795629866512569
80500.0,0.12191448848502978
96600.0,0.14539811847868064
112700.0,0.16835600211894908
128800.0,0.19035099808654
144900.0,0.2114307153260201
161000.0,0.2321009089482715
177100.0,0.25088938131772454
193200.0,0.267655850670579
209300.0,0.28272754396517785
225400.0,0.29628380506321217
241500.0,0.30860513820908075
257600.0,0.32000223547222606
273700.0,0.33031792549357025
289800.0,0.33861446371078774
305900.0,0.34587201413435625
322000.0,0.3525185548571881
