Force,Displacement
-0.0,-0.0
16100.0,0.024817222884891178
32200.0,0.04936821484153819
48300.0,0.07396055512634339
64400.0,0.09797271855306691
80500.0,0.12195186742267725
96600.0,0.14541924651560773
112700.0,0.16840013434884596
128800.0,0.190421083426965
144900.0,0.21148886015750434
161000.0,0.2321868773499567
177100.0,0.25099949259815485
193200.0,0.2677796060469278
209300.0,0.28285247888595066
225400.0,0.29641537488873965
241500.0,0.308743493897882
257600.0,0.32016010953372
273700.0,0.3304848841480319
289800.0,0.3387801622945622
305900.0,0.3460321124456972
322000.0,0.3526721579601626
