Force,Displacement
-0.0,-0.0
16100.0,0.023064640662331052
32200.000000000004,0.04574339404379835
48300.0,0.06837233638066921
64400.00000000001,0.09089009363309321
80500.00000000001,0.11297506478200105
96599.99999999999,0.13421919861127277
112700.0,0.15443585921803882
128799.99999999999,0.1736911780608598
144899.99999999997,0.19207986783159145
160999.99999999997,0.2101787698661843
177100.0,0.22734393306069062
193200.0,0.2440599591275251
209299.99999999997,0.2561133185543903
225400.0,0.267821603008594
241500.0,0.2783451901637107
257600.0,0.2879978830354001
273700.0,0.29706945961864545
289800.00000000006,0.305767328537139
305900.0,0.3137491694886662
321999.99999999994,0.3206193098849796
